area_fips,year,agglvl_code,own_title,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay
26055,1992,71,Federal Government,"Total, all industries",23,344,12476399,36295
26055,1992,71,Private,"Total, all industries",2492,32528,656973834,20197
26061,1992,70,Total Covered,"Total, all industries",836,10656,203479889,19095
26061,1992,71,Federal Government,"Total, all industries",24,138,4031780,29145
26061,1992,71,Private,"Total, all industries",769,7535,119529570,15864
26063,1992,70,Total Covered,"Total, all industries",936,10899,209364688,19209
26063,1992,71,Federal Government,"Total, all industries",19,109,2911439,26629
26063,1992,71,Private,"Total, all industries",852,9068,169236999,18663
26069,1992,70,Total Covered,"Total, all industries",674,8495,147446623,17358
26069,1992,71,Federal Government,"Total, all industries",18,925,17080682,18476
26069,1992,71,Local Government,"Total, all industries",24,1438,30372868,21115
26069,1992,71,Private,"Total, all industries",633,6132,99993073,16308
26083,1992,70,Total Covered,"Total, all industries",61,318,3475847,10942
26083,1992,71,Federal Government,"Total, all industries",3,4,82817,20704
26083,1992,71,Local Government,"Total, all industries",9,68,844248,12400
26083,1992,71,Private,"Total, all industries",49,246,2548782,10378
26089,1992,70,Total Covered,"Total, all industries",484,3782,58348117,15427
26089,1992,71,Federal Government,"Total, all industries",15,51,1543702,30269
26089,1992,71,Local Government,"Total, all industries",18,496,10509834,21182
26089,1992,71,Private,"Total, all industries",451,3235,46294581,14310
26095,1992,70,Total Covered,"Total, all industries",186,2003,37829705,18890
26095,1992,71,Federal Government,"Total, all industries",6,14,420397,31141
26095,1992,71,Private,"Total, all industries",167,1224,20559226,16804
26097,1992,70,Total Covered,"Total, all industries",512,3848,57115817,14841
26097,1992,71,Federal Government,"Total, all industries",12,74,1863735,25357
26097,1992,71,Local Government,"Total, all industries",21,578,11354311,19650
26097,1992,71,Private,"Total, all industries",479,3197,43897771,13731
26099,1992,70,Total Covered,"Total, all industries",14684,286984,8633812368,30085
26099,1992,71,Federal Government,"Total, all industries",44,7254,200504994,27640
26099,1992,71,Private,"Total, all industries",14566,253443,7639938315,30145
26101,1992,70,Total Covered,"Total, all industries",599,6651,138988518,20898
26101,1992,71,Federal Government,"Total, all industries",15,88,2437789,27572
26101,1992,71,Private,"Total, all industries",554,5292,106048578,20041
26103,1992,70,Total Covered,"Total, all industries",1551,24967,557418477,22326
26103,1992,71,Federal Government,"Total, all industries",32,1090,23802786,21846
26103,1992,71,State Government,"Total, all industries",3,1785,59263302,33208
26103,1992,71,Local Government,"Total, all industries",42,3375,76974132,22807
26103,1992,71,Private,"Total, all industries",1474,18718,397378257,21230
26105,1992,70,Total Covered,"Total, all industries",662,8689,181275008,20863
26105,1992,71,Federal Government,"Total, all industries",14,104,2819811,27114
26105,1992,71,Local Government,"Total, all industries",29,1382,31851108,23054
26105,1992,71,Private,"Total, all industries",619,7203,146604089,20353
26109,1992,70,Total Covered,"Total, all industries",514,8216,155423075,18917
26109,1992,71,Federal Government,"Total, all industries",16,69,1906176,27493
26109,1992,71,Local Government,"Total, all industries",26,1237,24483953,19798
26109,1992,71,Private,"Total, all industries",472,6910,129032946,18673
26115,1992,70,Total Covered,"Total, all industries",2008,34123,940300465,27556
26115,1992,71,Federal Government,"Total, all industries",18,242,7876107,32501
26115,1992,71,Private,"Total, all industries",1951,28554,801063561,28055
26121,1992,70,Total Covered,"Total, all industries",2882,55011,1330321743,24183
26121,1992,71,Federal Government,"Total, all industries",19,398,14256660,35783
26121,1992,71,Private,"Total, all industries",2809,46115,1090525703,23648
26127,1992,70,Total Covered,"Total, all industries",536,5409,86837636,16053
26127,1992,71,Federal Government,"Total, all industries",14,60,1815213,30338
26127,1992,71,Local Government,"Total, all industries",34,1253,24905951,19882
26127,1992,71,Private,"Total, all industries",488,4097,60116472,14674
26131,1992,70,Total Covered,"Total, all industries",232,3319,73694799,22206
26131,1992,71,Federal Government,"Total, all industries",12,80,1860109,23324
26131,1992,71,Local Government,"Total, all industries",19,538,10898238,20266
26131,1992,71,Private,"Total, all industries",202,2701,60936452,22559
26139,1992,70,Total Covered,"Total, all industries",4114,84387,2024062881,23985
26139,1992,71,Federal Government,"Total, all industries",33,418,14084003,33707
26139,1992,71,Private,"Total, all industries",4039,74979,1779548707,23734
26141,1992,70,Total Covered,"Total, all industries",393,3285,56741799,17276
26141,1992,71,Federal Government,"Total, all industries",15,56,1518187,27151
26141,1992,71,Local Government,"Total, all industries",26,583,11183537,19180
26141,1992,71,Private,"Total, all industries",352,2646,44040075,16647
26147,1992,70,Total Covered,"Total, all industries",2566,40829,960943475,23536
26147,1992,71,Federal Government,"Total, all industries",34,390,14236566,36527
26147,1992,71,Private,"Total, all industries",2490,34307,783484392,22838
26151,1992,70,Total Covered,"Total, all industries",827,9999,187395197,18741
26151,1992,71,Federal Government,"Total, all industries",19,113,3285897,28972
26151,1992,71,Local Government,"Total, all industries",51,1894,38519130,20338
26151,1992,71,Private,"Total, all industries",757,7992,145590170,18217
26153,1992,70,Total Covered,"Total, all industries",246,2170,40167932,18507
26153,1992,71,Federal Government,"Total, all industries",7,81,1956201,24200
26153,1992,71,Local Government,"Total, all industries",17,530,11520599,21758
26153,1992,71,Private,"Total, all industries",222,1560,26691132,17109
26157,1992,70,Total Covered,"Total, all industries",903,12158,251364605,20676
26157,1992,71,Federal Government,"Total, all industries",19,142,4103041,28810
26157,1992,71,Private,"Total, all industries",833,8984,171603454,19101
26159,1992,70,Total Covered,"Total, all industries",1248,18060,376235544,20833
26159,1992,71,Federal Government,"Total, all industries",25,169,4748219,28165
26159,1992,71,Private,"Total, all industries",1174,14042,287813232,20497
26163,1992,70,Total Covered,"Total, all industries",32093,822996,25985793755,31575
26163,1992,71,Federal Government,"Total, all industries",87,16841,646161380,38369
26163,1992,71,State Government,"Total, all industries",20,20408,532420430,26089
26163,1992,71,Local Government,"Total, all industries",114,79157,2576443011,32548
26163,1992,71,Private,"Total, all industries",31872,706590,22230768934,31462
27031,1992,70,Total Covered,"Total, all industries",222,2154,32776665,15214
27031,1992,71,Federal Government,"Total, all industries",11,124,2989825,24063
27031,1992,71,State Government,"Total, all industries",6,42,1127177,26998
27031,1992,71,Local Government,"Total, all industries",17,360,7478321,20764
27031,1992,71,Private,"Total, all industries",188,1628,21181342,13009
27075,1992,70,Total Covered,"Total, all industries",294,3532,73426082,20788
27075,1992,71,Federal Government,"Total, all industries",5,37,812576,22212
27075,1992,71,State Government,"Total, all industries",7,116,2744838,23662
27075,1992,71,Local Government,"Total, all industries",18,667,14414375,21619
27075,1992,71,Private,"Total, all industries",264,2713,55454293,20442
27137,1992,70,Total Covered,"Total, all industries",5248,82774,1839324011,22221
27137,1992,71,Federal Government,"Total, all industries",63,1676,56207785,33540
27137,1992,71,State Government,"Total, all industries",74,2719,90972660,33464
27137,1992,71,Local Government,"Total, all industries",246,12823,303122999,23638
27137,1992,71,Private,"Total, all industries",4865,65556,1389020567,21188
28045,1992,70,Total Covered,"Total, all industries",571,10236,253883269,24803
28045,1992,71,Federal Government,"Total, all industries",19,1836,68185891,37140
28045,1992,71,State Government,"Total, all industries",11,62,1003791,16125
28045,1992,71,Local Government,"Total, all industries",17,1370,20935221,15286
28045,1992,71,Private,"Total, all industries",525,6968,163758366,23501
28047,1992,70,Total Covered,"Total, all industries",3800,62241,1147883936,18442
28047,1992,71,Federal Government,"Total, all industries",41,6745,185730712,27538
28047,1992,71,State Government,"Total, all industries",31,986,17647238,17902
28047,1992,71,Local Government,"Total, all industries",42,7923,148795793,18781
28047,1992,71,Private,"Total, all industries",3686,46588,795710193,17080
28059,1992,70,Total Covered,"Total, all industries",2046,48997,1164006298,23757
28059,1992,71,Federal Government,"Total, all industries",24,836,27182668,32528
28059,1992,71,State Government,"Total, all industries",22,382,7073417,18513
28059,1992,71,Local Government,"Total, all industries",32,6930,138810865,20030
28059,1992,71,Private,"Total, all industries",1967,40849,990939348,24259
33015,1992,70,Total Covered,"Total, all industries",7705,89657,2189455913,24420
33015,1992,71,Federal Government,"Total, all industries",81,1291,40968520,31730
33015,1992,71,State Government,"Total, all industries",101,1086,21697811,19989
33015,1992,71,Local Government,"Total, all industries",94,8164,204088312,25000
33015,1992,71,Private,"Total, all industries",7430,79117,1922701270,24302
33017,1992,70,Total Covered,"Total, all industries",2174,35634,845073307,23715
33017,1992,71,Federal Government,"Total, all industries",31,328,11487974,34998
33017,1992,71,State Government,"Total, all industries",53,2314,101113188,43699
33017,1992,71,Local Government,"Total, all industries",35,4160,91080189,21895
33017,1992,71,Private,"Total, all industries",2056,28833,641391956,22245
34001,1992,70,Total Covered,"Total, all industries",5861,126568,3301712686,26086
34001,1992,71,Federal Government,"Total, all industries",45,2775,115688988,41687
34001,1992,71,State Government,"Total, all industries",4,1625,53477319,32911
34001,1992,71,Local Government,"Total, all industries",68,12579,386800775,30750
34001,1992,71,Private,"Total, all industries",5744,109589,2745745604,25055
34003,1992,70,Total Covered,"Total, all industries",30155,401732,13967076587,34767
34003,1992,71,Federal Government,"Total, all industries",62,3489,136543890,39140
34003,1992,71,State Government,"Total, all industries",6,4347,123689842,28455
34003,1992,71,Local Government,"Total, all industries",179,33611,1184678180,35247
34003,1992,71,Private,"Total, all industries",29909,360285,12522164675,34756
34005,1992,70,Total Covered,"Total, all industries",8995,146793,4208840721,28672
34005,1992,71,Federal Government,"Total, all industries",71,5913,192089779,32488
34005,1992,71,State Government,"Total, all industries",6,2569,95233294,37073
34005,1992,71,Local Government,"Total, all industries",116,16077,470427485,29261
34005,1992,71,Private,"Total, all industries",8802,122234,3451090163,28233
34007,1992,70,Total Covered,"Total, all industries",11812,185026,5170787730,27946
34007,1992,71,Federal Government,"Total, all industries",47,3262,126521678,38791
34007,1992,71,State Government,"Total, all industries",5,3105,116728110,37600
34007,1992,71,Local Government,"Total, all industries",129,24348,711184575,29209
34007,1992,71,Private,"Total, all industries",11631,154312,4216353367,27324
34009,1992,70,Total Covered,"Total, all industries",3847,34579,717314232,20744
34009,1992,71,Federal Government,"Total, all industries",26,363,12321152,33958
34009,1992,71,Local Government,"Total, all industries",45,6574,170316511,25907
34009,1992,71,Private,"Total, all industries",3773,26296,493753011,18776
34011,1992,70,Total Covered,"Total, all industries",3023,55159,1381768632,25050
34011,1992,71,Federal Government,"Total, all industries",25,743,25977124,34978
34011,1992,71,Local Government,"Total, all industries",41,6891,186572684,27077
34011,1992,71,Private,"Total, all industries",2955,43981,1040759901,23664
34013,1992,70,Total Covered,"Total, all industries",19774,351001,11897202177,33895
34013,1992,71,Federal Government,"Total, all industries",57,10111,412393618,40786
34013,1992,71,State Government,"Total, all industries",14,14942,593331590,39708
34013,1992,71,Local Government,"Total, all industries",64,39209,1331955062,33971
34013,1992,71,Private,"Total, all industries",19639,286739,9559521907,33339
34015,1992,70,Total Covered,"Total, all industries",4839,71474,1815368792,25399
34015,1992,71,Federal Government,"Total, all industries",40,508,18008647,35433
34015,1992,71,Local Government,"Total, all industries",69,10543,284473420,26982
34015,1992,71,Private,"Total, all industries",4727,59050,1471008615,24911
34017,1992,70,Total Covered,"Total, all industries",12323,216459,6848488686,31639
34017,1992,71,Federal Government,"Total, all industries",28,10641,404780546,38040
34017,1992,71,State Government,"Total, all industries",4,2661,130466754,49034
34017,1992,71,Local Government,"Total, all industries",58,24489,799004083,32627
34017,1992,71,Private,"Total, all industries",12233,178668,5514237303,30863
34023,1992,70,Total Covered,"Total, all industries",16437,335927,11484246488,34187
34023,1992,71,Federal Government,"Total, all industries",54,4102,160929961,39236
34023,1992,71,State Government,"Total, all industries",9,16629,642981763,38667
34023,1992,71,Local Government,"Total, all industries",95,26546,893229777,33649
34023,1992,71,Private,"Total, all industries",16279,288651,9787104987,33906
34025,1992,70,Total Covered,"Total, all industries",15691,200098,5916732857,29569
34025,1992,71,Federal Government,"Total, all industries",80,11561,487300997,42152
34025,1992,71,Local Government,"Total, all industries",153,24510,752257853,30692
34025,1992,71,Private,"Total, all industries",15455,162294,4617774086,28453
34029,1992,70,Total Covered,"Total, all industries",8905,106611,2538993587,23815
34029,1992,71,Federal Government,"Total, all industries",40,3373,134865081,39980
34029,1992,71,Local Government,"Total, all industries",95,17888,535655124,29945
34029,1992,71,Private,"Total, all industries",8770,85350,1868473382,21892
34033,1992,70,Total Covered,"Total, all industries",1278,23275,780195250,33521
34033,1992,71,Federal Government,"Total, all industries",20,163,5507536,33754
34033,1992,71,Private,"Total, all industries",1214,19738,684873576,34699
34035,1992,70,Total Covered,"Total, all industries",7744,137753,5114492612,37128
34035,1992,71,Federal Government,"Total, all industries",39,3166,127570859,40295
34035,1992,71,State Government,"Total, all industries",3,1361,43530865,31981
34035,1992,71,Local Government,"Total, all industries",60,10211,322465345,31579
34035,1992,71,Private,"Total, all industries",7642,123014,4620925543,37564
34039,1992,70,Total Covered,"Total, all industries",14057,224180,7805492033,34818
34039,1992,71,Federal Government,"Total, all industries",28,2519,97987553,38906
34039,1992,71,Local Government,"Total, all industries",61,20018,676554434,33797
34039,1992,71,Private,"Total, all industries",13965,199284,6945206237,34851
36005,1992,70,Total Covered,"Total, all industries",14004,195664,5417662482,27689
36005,1992,71,Federal Government,"Total, all industries",9,9122,366063926,40131
36005,1992,71,State Government,"Total, all industries",12,3034,100434360,33107
36005,1992,71,Local Government,"Total, all industries",12,13444,426852278,31751
36005,1992,71,Private,"Total, all industries",13971,170064,4524311918,26604
36011,1992,70,Total Covered,"Total, all industries",1602,23207,495220034,21339
36011,1992,71,Federal Government,"Total, all industries",17,113,4053172,35816
36011,1992,71,State Government,"Total, all industries",10,1369,46855248,34236
36011,1992,71,Local Government,"Total, all industries",50,3644,90376140,24800
36011,1992,71,Private,"Total, all industries",1525,18081,353935474,19575
36013,1992,70,Total Covered,"Total, all industries",3260,53194,1117158617,21002
36013,1992,71,Federal Government,"Total, all industries",32,328,11764059,35857
36013,1992,71,State Government,"Total, all industries",8,1983,51761795,26106
36013,1992,71,Local Government,"Total, all industries",75,7716,190277387,24659
36013,1992,71,Private,"Total, all industries",3144,43167,863355376,20001
36027,1992,70,Total Covered,"Total, all industries",6296,105511,3089172773,29278
36027,1992,71,Federal Government,"Total, all industries",43,1436,52670363,36676
36027,1992,71,State Government,"Total, all industries",22,9272,291686593,31459
36027,1992,71,Local Government,"Total, all industries",70,11137,333558287,29949
36027,1992,71,Private,"Total, all industries",6161,83665,2411257530,28820
36029,1992,70,Total Covered,"Total, all industries",21988,435101,10606599321,24377
36029,1992,71,Federal Government,"Total, all industries",73,8675,301476011,34752
36029,1992,71,State Government,"Total, all industries",44,18072,574881078,31810
36029,1992,71,Local Government,"Total, all industries",136,43962,1361334444,30966
36029,1992,71,Private,"Total, all industries",21734,364392,8368907788,22967
36045,1992,70,Total Covered,"Total, all industries",2439,37102,807013282,21751
36045,1992,71,Federal Government,"Total, all industries",35,3087,69670894,22570
36045,1992,71,State Government,"Total, all industries",13,1818,56282520,30958
36045,1992,71,Local Government,"Total, all industries",77,5463,134190659,24564
36045,1992,71,Private,"Total, all industries",2314,26734,546869209,20456
36047,1992,70,Total Covered,"Total, all industries",34086,398504,10090095001,25320
36047,1992,71,Federal Government,"Total, all industries",13,10528,420959906,39984
36047,1992,71,State Government,"Total, all industries",16,9422,346826633,36812
36047,1992,71,Local Government,"Total, all industries",10,17132,548307205,32006
36047,1992,71,Private,"Total, all industries",34047,361423,8774001257,24276
36055,1992,70,Total Covered,"Total, all industries",15622,380019,11034131128,29036
36055,1992,71,Federal Government,"Total, all industries",48,3000,115036725,38343
36055,1992,71,State Government,"Total, all industries",32,5832,180329524,30923
36055,1992,71,Local Government,"Total, all industries",79,32557,1017251289,31245
36055,1992,71,Private,"Total, all industries",15463,338631,9721513590,28708
36059,1992,70,Total Covered,"Total, all industries",45256,545476,16824648466,30844
36059,1992,71,Federal Government,"Total, all industries",85,8928,361638117,40507
36059,1992,71,State Government,"Total, all industries",19,3837,135921684,35422
36059,1992,71,Local Government,"Total, all industries",257,60907,2357683404,38710
36059,1992,71,Private,"Total, all industries",44896,471804,13969405261,29608
36061,1992,70,Total Covered,"Total, all industries",102517,2123669,98361302832,46317
36061,1992,71,Federal Government,"Total, all industries",80,38815,1588173638,40917
36061,1992,71,State Government,"Total, all industries",74,25909,992766394,38317
36061,1992,71,Local Government,"Total, all industries",60,396698,13153406199,33157
36061,1992,71,Private,"Total, all industries",102303,1662247,82626956601,49708
36063,1992,70,Total Covered,"Total, all industries",4639,79249,1948393067,24586
36063,1992,71,Federal Government,"Total, all industries",31,1205,38842956,32242
36063,1992,71,State Government,"Total, all industries",9,1033,33670718,32582
36063,1992,71,Local Government,"Total, all industries",47,10001,284252730,28424
36063,1992,71,Private,"Total, all industries",4553,67010,1591626663,23752
36071,1992,70,Total Covered,"Total, all industries",7394,105120,2597015551,24705
36071,1992,71,Federal Government,"Total, all industries",63,6018,167518472,27839
36071,1992,71,State Government,"Total, all industries",13,3359,115687997,34437
36071,1992,71,Local Government,"Total, all industries",88,14284,413885783,28975
36071,1992,71,Private,"Total, all industries",7230,81459,1899923299,23324
36073,1992,70,Total Covered,"Total, all industries",739,11538,234228858,20301
36073,1992,71,Federal Government,"Total, all industries",10,50,1736371,34440
36073,1992,71,State Government,"Total, all industries",7,1270,41492995,32672
36073,1992,71,Local Government,"Total, all industries",27,2550,59353709,23276
36073,1992,71,Private,"Total, all industries",695,7667,131645783,17170
36075,1992,70,Total Covered,"Total, all industries",1988,35159,977355675,27799
36075,1992,71,Federal Government,"Total, all industries",21,144,5310918,36988
36075,1992,71,State Government,"Total, all industries",11,2258,94640685,41917
36075,1992,71,Local Government,"Total, all industries",56,7241,177559888,24522
36075,1992,71,Private,"Total, all industries",1900,25516,699844184,27427
36079,1992,70,Total Covered,"Total, all industries",2106,17489,461642533,26396
36079,1992,71,Federal Government,"Total, all industries",10,114,4453548,39066
36079,1992,71,Private,"Total, all industries",2075,14115,345732774,24494
36081,1992,70,Total Covered,"Total, all industries",32838,432373,12361697883,28590
36081,1992,71,Federal Government,"Total, all industries",19,11558,448620226,38814
36081,1992,71,State Government,"Total, all industries",19,6162,219455801,35613
36081,1992,71,Local Government,"Total, all industries",11,15097,475467067,31494
36081,1992,71,Private,"Total, all industries",32789,399555,11218154789,28077
36085,1992,70,Total Covered,"Total, all industries",6231,68775,1710877410,24877
36085,1992,71,Federal Government,"Total, all industries",5,948,36819334,38849
36085,1992,71,State Government,"Total, all industries",9,2893,101377486,35045
36085,1992,71,Local Government,"Total, all industries",5,2214,68976469,31157
36085,1992,71,Private,"Total, all industries",6212,62721,1503704121,23975
36087,1992,70,Total Covered,"Total, all industries",7491,94285,2788544490,29576
36087,1992,71,Federal Government,"Total, all industries",32,848,33177426,39124
36087,1992,71,State Government,"Total, all industries",20,6196,188428894,30411
36087,1992,71,Local Government,"Total, all industries",58,12409,428416097,34524
36087,1992,71,Private,"Total, all industries",7381,74832,2138522073,28578
36103,1992,70,Total Covered,"Total, all industries",37555,483189,13757913174,28473
36103,1992,71,Federal Government,"Total, all industries",123,10987,373892088,34030
36103,1992,71,State Government,"Total, all industries",30,21606,684924131,31700
36103,1992,71,Local Government,"Total, all industries",241,58512,2184987944,37343
36103,1992,71,Private,"Total, all industries",37161,392084,10514109011,26816
36111,1992,70,Total Covered,"Total, all industries",4161,58778,1496789173,25465
36111,1992,71,Federal Government,"Total, all industries",40,294,10628752,36173
36111,1992,71,State Government,"Total, all industries",14,3855,121161014,31430
36111,1992,71,Local Government,"Total, all industries",57,7911,211713981,26762
36111,1992,71,Private,"Total, all industries",4050,46718,1153285426,24686
36117,1992,70,Total Covered,"Total, all industries",1679,26430,590578466,22345
36117,1992,71,Federal Government,"Total, all industries",22,110,3835675,34817
36117,1992,71,State Government,"Total, all industries",8,1861,51328815,27583
36117,1992,71,Local Government,"Total, all industries",50,4447,112620083,25323
36117,1992,71,Private,"Total, all industries",1599,20011,422793893,21128
36119,1992,70,Total Covered,"Total, all industries",29683,368505,12366772269,33559
36119,1992,71,Federal Government,"Total, all industries",69,5828,227560961,39049
36119,1992,71,State Government,"Total, all industries",26,7189,267679631,37235
36119,1992,71,Local Government,"Total, all industries",153,40894,1461805210,35746
36119,1992,71,Private,"Total, all industries",29435,314595,10409726467,33089
37013,1992,70,Total Covered,"Total, all industries",1009,17178,325525953,18950
37013,1992,71,Federal Government,"Total, all industries",19,122,3743289,30767
37013,1992,71,State Government,"Total, all industries",22,608,12744260,20949
37013,1992,71,Local Government,"Total, all industries",40,2063,36965856,17917
37013,1992,71,Private,"Total, all industries",928,14385,272072548,18914
37015,1992,70,Total Covered,"Total, all industries",347,6802,101716444,14954
37015,1992,71,Federal Government,"Total, all industries",13,109,2844001,26032
37015,1992,71,State Government,"Total, all industries",18,131,3040164,23148
37015,1992,71,Local Government,"Total, all industries",14,1026,17392757,16952
37015,1992,71,Private,"Total, all industries",302,5535,78439522,14171
37019,1992,70,Total Covered,"Total, all industries",1159,15139,341804297,22578
37019,1992,71,Federal Government,"Total, all industries",13,434,12652318,29153
37019,1992,71,State Government,"Total, all industries",15,385,6541014,16975
37019,1992,71,Local Government,"Total, all industries",32,2146,42889334,19990
37019,1992,71,Private,"Total, all industries",1099,12174,279721631,22977
37029,1992,70,Total Covered,"Total, all industries",121,921,15612549,16949
37029,1992,71,Federal Government,"Total, all industries",6,18,453190,25897
37029,1992,71,State Government,"Total, all industries",9,43,1099551,25374
37029,1992,71,Private,"Total, all industries",101,595,9477474,15926
37031,1992,70,Total Covered,"Total, all industries",1505,16992,254070482,14953
37031,1992,71,Federal Government,"Total, all industries",24,241,7126502,29622
37031,1992,71,State Government,"Total, all industries",24,737,17837904,24214
37031,1992,71,Local Government,"Total, all industries",27,2655,47267084,17806
37031,1992,71,Private,"Total, all industries",1430,13360,181838992,13611
37041,1992,70,Total Covered,"Total, all industries",357,4865,90047070,18511
37041,1992,71,Federal Government,"Total, all industries",6,39,1156600,29468
37041,1992,71,State Government,"Total, all industries",15,98,2079462,21129
37041,1992,71,Local Government,"Total, all industries",9,616,12351617,20057
37041,1992,71,Private,"Total, all industries",327,4111,74459391,18112
37049,1992,70,Total Covered,"Total, all industries",1744,30898,677826213,21938
37049,1992,71,Federal Government,"Total, all industries",22,5260,179358923,34101
37049,1992,71,State Government,"Total, all industries",26,973,18239194,18737
37049,1992,71,Local Government,"Total, all industries",65,4648,91163790,19613
37049,1992,71,Private,"Total, all industries",1632,20017,389064306,19437
37053,1992,70,Total Covered,"Total, all industries",262,2355,37970452,16123
37053,1992,71,Federal Government,"Total, all industries",11,44,1064562,24426
37053,1992,71,Private,"Total, all industries",239,1523,21670325,14226
37055,1992,70,Total Covered,"Total, all industries",1259,11756,180450924,15350
37055,1992,71,Federal Government,"Total, all industries",21,227,4133972,18198
37055,1992,71,State Government,"Total, all industries",18,418,9080672,21724
37055,1992,71,Local Government,"Total, all industries",17,1364,29466973,21611
37055,1992,71,Private,"Total, all industries",1203,9747,137769307,14135
37073,1992,70,Total Covered,"Total, all industries",156,1360,22677428,16670
37073,1992,71,Federal Government,"Total, all industries",6,33,796685,24388
37073,1992,71,State Government,"Total, all industries",10,97,2259140,23330
37073,1992,71,Local Government,"Total, all industries",13,370,6714818,18173
37073,1992,71,Private,"Total, all industries",128,861,12906785,14985
37091,1992,70,Total Covered,"Total, all industries",534,7932,132348913,16686
37091,1992,71,Federal Government,"Total, all industries",10,66,1990903,30318
37091,1992,71,State Government,"Total, all industries",20,507,10000357,19744
37091,1992,71,Local Government,"Total, all industries",15,1034,18933481,18320
37091,1992,71,Private,"Total, all industries",489,6326,101424172,16033
37095,1992,70,Total Covered,"Total, all industries",176,1540,20076454,13035
37095,1992,71,Federal Government,"Total, all industries",10,49,794942,16168
37095,1992,71,State Government,"Total, all industries",8,111,2910046,26335
37095,1992,71,Local Government,"Total, all industries",9,327,5139149,15708
37095,1992,71,Private,"Total, all industries",149,1053,11232317,10663
37103,1992,70,Total Covered,"Total, all industries",170,1613,24904275,15437
37103,1992,71,Federal Government,"Total, all industries",9,28,792207,28720
37103,1992,71,State Government,"Total, all industries",10,68,1069718,15789
37103,1992,71,Local Government,"Total, all industries",14,353,6560943,18595
37103,1992,71,Private,"Total, all industries",136,1165,16481407,14145
37129,1992,70,Total Covered,"Total, all industries",4051,62912,1334954473,21219
37129,1992,71,Federal Government,"Total, all industries",25,866,34403450,39712
37129,1992,71,State Government,"Total, all industries",35,2577,68543104,26597
37129,1992,71,Local Government,"Total, all industries",60,7647,181861625,23783
37129,1992,71,Private,"Total, all industries",3932,51822,1050146294,20265
37133,1992,70,Total Covered,"Total, all industries",1954,30298,475793409,15704
37133,1992,71,Federal Government,"Total, all industries",19,4335,93340654,21534
37133,1992,71,State Government,"Total, all industries",23,879,16550109,18821
37133,1992,71,Local Government,"Total, all industries",10,4877,87154578,17872
37133,1992,71,Private,"Total, all industries",1902,20207,278748068,13794
37137,1992,70,Total Covered,"Total, all industries",222,2520,36080513,14316
37137,1992,71,Federal Government,"Total, all industries",9,27,681792,25252
37137,1992,71,State Government,"Total, all industries",8,103,1952923,18884
37137,1992,71,Local Government,"Total, all industries",16,542,9156639,16889
37137,1992,71,Private,"Total, all industries",189,1848,24289159,13145
37139,1992,70,Total Covered,"Total, all industries",792,11652,208777013,17918
37139,1992,71,Federal Government,"Total, all industries",12,664,19503792,29381
37139,1992,71,State Government,"Total, all industries",26,1052,22904697,21783
37139,1992,71,Local Government,"Total, all industries",28,2276,45805667,20128
37139,1992,71,Private,"Total, all industries",726,7661,120562857,15738
37141,1992,70,Total Covered,"Total, all industries",510,6572,99282770,15107
37141,1992,71,Federal Government,"Total, all industries",9,71,1719710,24393
37141,1992,71,State Government,"Total, all industries",16,386,8640568,22399
37141,1992,71,Local Government,"Total, all industries",24,1270,24209280,19067
37141,1992,71,Private,"Total, all industries",460,4846,64713212,13354
37143,1992,70,Total Covered,"Total, all industries",181,1715,24872806,14503
37143,1992,71,Federal Government,"Total, all industries",6,34,853074,25276
37143,1992,71,State Government,"Total, all industries",14,79,1838196,23195
37143,1992,71,Local Government,"Total, all industries",10,485,8527141,17567
37143,1992,71,Private,"Total, all industries",151,1117,13654395,12229
37147,1992,70,Total Covered,"Total, all industries",2483,49271,1055692675,21426
37147,1992,71,Federal Government,"Total, all industries",24,369,13417367,36345
37147,1992,71,State Government,"Total, all industries",35,5358,158948755,29667
37147,1992,71,Local Government,"Total, all industries",66,8576,195902461,22842
37147,1992,71,Private,"Total, all industries",2358,34968,687424092,19659
37177,1992,70,Total Covered,"Total, all industries",95,738,9795471,13273
37177,1992,71,Federal Government,"Total, all industries",7,18,509036,28544
37177,1992,71,State Government,"Total, all industries",9,24,558682,23774
37177,1992,71,Local Government,"Total, all industries",8,240,3421233,14275
37177,1992,71,Private,"Total, all industries",71,457,5306520,11612
37187,1992,70,Total Covered,"Total, all industries",269,3264,50627239,15510
37187,1992,71,Federal Government,"Total, all industries",9,55,1068782,19374
37187,1992,71,State Government,"Total, all industries",16,216,4945079,22885
37187,1992,71,Local Government,"Total, all industries",15,917,15575127,16980
37187,1992,71,Private,"Total, all industries",229,2076,29038251,13990
39007,1992,70,Total Covered,"Total, all industries",2042,28978,596579189,20587
39007,1992,71,Federal Government,"Total, all industries",20,248,8194294,33064
39007,1992,71,State Government,"Total, all industries",17,328,7689463,23467
39007,1992,71,Local Government,"Total, all industries",128,4161,86891434,20882
39007,1992,71,Private,"Total, all industries",1877,24241,493803998,20370
39035,1992,70,Total Covered,"Total, all industries",36341,747625,20647598959,27618
39035,1992,71,Federal Government,"Total, all industries",49,18850,727141379,38574
39035,1992,71,State Government,"Total, all industries",57,6395,198982732,31114
39035,1992,71,Local Government,"Total, all industries",760,73634,1898303706,25780
39035,1992,71,Private,"Total, all industries",35476,648745,17823171142,27473
